web-scraper-order,date,title,ratings,label,comment_segmented
1756461394-1462,2024-09-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['roti', 'sesuai', 'harga']"
1756461394-1463,2025-05-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['zat', 'tekstur', 'lembut', 'ukur', 'pasta', 'minyak']"
1756461394-1464,2025-04-30,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'ekspektasi', 'mur', 'sma', 'lapis', 'legit', 'versi', 'ekonomi']"
1756461394-1465,2025-05-24,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['milik', 'citra', 'enak', 'bau', 'amis', 'telor', 'yen', 'sukat', 'eks', 'tur', 'lembur', 'nyaman', 'ukur', 'pas', 'sesuai', 'harap', 'tim', 'pese', 'bau', 'telor']"
1756461394-1466,2025-03-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'terima', 'kasih', 'kakak', 'kirim', 'cepat', 'kin', 'aman', 'lapis', 'enak']"
1756461394-1467,2025-05-09,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['cita', 'gurih', 'tekstur', 'lembut', 'ukur', 'lumayan', 'enak', 'legit']"
1756461394-1468,2025-03-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'tekstur', 'tekstur', 'kayak', 'bolu', 'ukur', 'gede', 'harga', 'murah', 'terima', 'kasih', 'senen', 'banget', 'beli', 'toko', 'toko', 'amanah']"
1756461394-1469,2025-08-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['manis', 'lezat', 'ukur', 'pasal', 'hamdu', 'lil', 'paket', 'dah', 'cepat', 'kin', 'rapi', 'rusak', 'terima', 'kasih', 'mas', 'kurir', 'dah', 'ter', 'paket', 'lapis', 'dah', 'buka', 'makan', 'cuman', 'manis', 'enak', 'tem', 'teh', 'tawar', 'makasih', 'moga', 'amanah', 'coba', 'makasih']"
1756461394-1470,2025-05-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'lembut', 'lokasi', 'lembut', 'enak', 'banget', 'tekstur', 'lembut', 'tuku', 'pas', 'sesuai', 'harga']"
1756461394-1471,2025-05-02,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['kue', 'enak', 'tekstur', 'tekstur', 'bagus', 'rapih', 'ukur', 'ukur', 'harap', 'enak', 'banget', 'boro', 'foto', 'nyam', 'buka', 'langsung', 'serbu']"
1756461394-1472,2025-06-24,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pasal', 'hamdu', 'lil', 'paket', 'dah', 'sesuai', 'pesan', 'kue', 'enak', 'gurih', 'lembut', 'kirim', 'cepat', 'terima', 'kasih', 'hop']"
1756461394-1473,2024-11-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'mks', 'sel']"
1756461394-1474,2024-12-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['milik', 'cita', 'legit', 'tekstur', 'milik', 'tekstur', 'lembut', 'ukur', 'ukur', 'produk', 'sesuai', 'gambar', 'terima', 'kasih', 'percaya', 'rekomendasi', 'banget', 'cemilan', 'hari']"
1756461394-1475,2025-03-01,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'manis', 'tekstur', 'tekstur', 'basah', 'seret', 'tenggorok', 'ukur', 'pen', 'gen', 'sih', 'gede', 'hela', 'pis', 'legit', 'enak', 'beli']"
1756461394-1476,2025-04-26,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['coba', 'tekstur', 'oke', 'ukur', 'sesuai', 'harga', 'kue', 'uda', 'coba', 'moga', 'muas', 'biar', 'order']"
1756461394-1477,2025-03-09,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['kue', 'enak', 'emas', 'cepat']"
1756461394-1478,2025-06-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'enak', 'tekstur', 'lembut', 'ukur', 'pas']"
1756461394-1479,2025-06-03,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['pai', 'krn', 'kirim']"
1756461394-1480,2025-03-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['manis', 'tekstur', 'ukur', 'lumayan', 'enak', 'harga', 'segi']"
1756461394-1481,2025-03-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,['komentar']
1756461394-1482,2025-05-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lembut', 'tekstur', 'ringan', 'lembut', 'ukur', 'aman', 'kir', 'sesuai', 'pesan', 'tis', 'lembut', 'kasar', 'order', 'terima', 'kasih']"
1756461394-1483,2025-07-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['sih', 'bolu', 'lapis', 'legit', 'lapis', 'legit', 'lapis', 'legit', 'beda', 'lapis', 'legit', 'lampung', 'enak']"
1756461394-1484,2025-01-25,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['sesuai', 'harga', 'tekstur', 'ukur', 'sesuai', 'harga', 'bentuk', 'ukur', 'sesuai', 'harga', 'murah']"
1756461394-1485,2024-12-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'harap', 'enak', 'banget', 'lapis', 'legit', 'teman', 'cemilan', 'gak', 'sal', 'deh', 'beli', 'sesuai', 'harap', 'pokok', 'deh']"
1756461394-1486,2025-03-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['taut', 'eks', 'tur', 'harum', 'baun', 'ukur', 'pesan', 'buka', 'dikit', 'harum', 'nung', 'magrib']"
1756461394-1487,2025-07-17,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'bolu', 'enak', 'lembut', 'langsung', 'makan', 'men', 'bolu', 'harga', 'kaki', 'bintang']"
1756461394-1488,2025-03-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'enak', 'wor', 'harga', 'semur']"
1756461394-1489,2025-08-24,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['manis', 'muas', 'tekstur', 'lembut', 'ukur', 'sesuai', 'harga', 'alhamdulillah', 'lapis', 'legit', 'peci', 'aman', 'manis', 'tur', 'lembut', 'ukur', 'sesuai', 'harga', 'kurir', 'ramah', 'sopan', 'kin', 'aman']"
1756461394-1490,2025-03-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lapis', 'legit', 'enak', 'lembut', 'bayar', 'terima', 'kasih']"
1756461394-1491,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,3,netral,"['aja', 'tekstur', 'spt', 'bolu', 'aja', 'ukur', 'pas', 'sesuai', 'harga', 'berekspektasi', 'spt', 'iklan']"
1756461394-1492,2025-07-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'tekstur', 'lembut', 'basah', 'ukur', 'pas', 'sesuai', 'ekspektasi', 'foto', 'rna', 'uda', 'serbu', 'bocil', 'order']"
1756461394-1493,2025-08-17,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'eks', 'tur', 'lembut', 'harum', 'ukur', 'loyang', 'ukur']"
1756461394-1494,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['alhamdulillah', 'jual', 'amanah', 'kirim', 'sesuai', 'usaha', 'laris', 'manis', 'berkah', 'ami']"
1756461394-1495,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['manis', 'tekstur', 'basah', 'ukur', 'lumayan']"
1756461394-1496,2025-04-25,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['alhamdulillah', 'penasaran', 'pesan', 'sore', 'krim', 'siang', 'nyam', 'dng']"
1756461394-1497,2025-05-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'suka', 'lapis', 'legit', 'orla', 'ori', 'enak', 'harga', 'jangkau']"
1756461394-1498,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['manis', 'tekstur', 'lembut', 'masuk', 'acum', 'segel', 'plastik', 'hindar', 'bau', 'bau', 'kardus', 'jalan']"
1756461394-1499,2025-05-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['akte', 'tur', 'lembut', 'empuk', 'ukur', 'sesuai', 'nyang', 'kue', 'enak', 'harga', 'murah', 'dat', 'cepat']"
1756461394-1500,2024-10-19,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'tahan', 'toko', 'amanah']"
1756461394-1501,2025-02-26,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'empuk', 'lembut', 'ukur', 'pas', 'enak', 'kue', 'minum', 'pagi', 'sore', 'makasih', 'rna', 'uda', 'makan', 'mks']"
1756461394-1502,2025-03-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'legit', 'tekstur', 'enak', 'lembut', 'mulut', 'ukur', 'murah', 'harga', 'segi', 'emas', 'rapi', 'enak', 'lembut', 'gak', 'bikin', 'enek']"
1756461394-1503,2024-11-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembek', 'ukur', 'kirai', 'gede']"
1756461394-1504,2025-05-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'enak', 'tekstur', 'lembut', 'basah', 'ukur', 'sesuai']"
1756461394-1505,2025-07-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'sedeng', 'legit', 'tekstur', 'sanggar', 'lembut', 'ukur', 'sesuai', 'harga', 'kayan', 'hamdu', 'lil', 'puas', 'mantap', 'trim', 'akas', 'tokoh']"
1756461394-1506,2025-03-25,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['man', 'tekstur', 'lembut', 'ukur', 'sesuai']"
1756461394-1507,2025-05-15,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['pki', 'merk', 'orla', 'video']"
1756461394-1508,2025-08-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'tekstur', 'ukur', 'kover', 'jual', 'kurir', 'ramah', 'sopan']"
1756461394-1509,2025-03-15,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['coba', 'krn', 'puasa', 'tekstur', 'pas', 'pegang', 'lembut', 'wangi', 'ukur', 'tar', 'buka', 'puasa', 'coba', 'enak', 'pese']"
1756461394-1510,2025-07-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'standart', 'trim', 'akas', 'barang', 'aman', 'kemas', 'lucu', 'enak', 'lembut', 'harum', 'toko', 'amanah', 'suka', 'order']"
1756461394-1511,2025-03-09,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'ukur', 'lumayan', 'enak']"
1756461394-1512,2024-09-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'enak', 'mantap', 'tekstur', 'legit', 'asli', 'pas', 'gak', 'manis', 'banget', 'legit', 'mantap']"
1756461394-1513,2025-02-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'enak', 'sida', 'beli', 'kirim', 'cepat', 'maaf', 'kirim', 'foto']"
1756461394-1514,2025-01-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['sesuai', 'harga', 'tekstur', 'bagus', 'ukur', 'ukur', 'produk', 'foto', 'langsung', 'makan', 'terima', 'kasih']"
1756461394-1515,2025-03-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'tekstur', 'bagus', 'ukur', 'pas', 'sesuai', 'alhamdulillah', 'paket', 'terima', 'terima', 'kasih', 'bos', 'kue', 'enak', 'mulut', 'manis', 'langsung', 'coba', 'puasa', 'sesuai', 'harga', 'uda', 'penasaran']"
1756461394-1516,2025-05-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'kering', 'enak', 'habis', 'stn', 'set']"
1756461394-1517,2025-03-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['lumayan', 'tekstur', 'oku', 'kur', 'pesan', 'kondisi', 'aman', 'selamat', 'rumah', 'ukur', 'moga', 'cocok', 'awet', 'dipa', 'manfaat', 'terima', 'kasih']"
1756461394-1518,2025-05-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'manis', 'tekstur', 'lembut', 'ukur', 'emas', 'buruk', 'data', 'penyok']"
1756461394-1519,2025-02-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'kayu', 'manis', 'tekstur', 'ukur', 'ukur', 'harga', 'pas', 'terima', 'kasih', 'kue', 'terima', 'kasih']"
1756461394-1520,2025-03-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['asin', 'tekstur', 'lumayan', 'ukur', 'tebal']"
1756461394-1521,2024-12-02,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['lembut', 'kalo', 'nur', 'sih', 'ukur', 'lumayan', 'pas']"
1756461394-1522,2025-05-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['trim', 'kasih', 'lapis', 'legit', 'pesan', 'kemaren', 'pet', 'banget', 'paket', 'kue', 'emang', 'cepat']"
1756461394-1523,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'basah', 'ukur', 'pas', 'harga', 'mur', 'merk', 'lum', 'enak', 'lembut', 'pet', 'nyam']"
1756461394-1524,2024-09-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['akte', 'tur', 'lembut', 'asli', 'asli', 'alhamdulillah', 'pesan', 'selamat']"
1756461394-1525,2025-07-02,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'ukur', 'mini', 'kue', 'langsung', 'makan', 'nyam', 'menit', 'uda', 'habis', 'enak', 'banget', 'pen', 'gen']"
1756461394-1526,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['paket', 'kue', 'terima', 'kondisi', 'gak', 'hancur', 'kue', 'enak', 'mantap', 'beli', 'terima', 'kasih', 'hop']"
1756461394-1527,2024-09-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['enak', 'tekstur', 'lembut', 'gak', 'basah', 'kin', 'rna', 'panas', 'jalan', 'asli']"
1756461394-1528,2025-06-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'pas', 'jamur', 'ukur', 'pas', 'enak', 'anak', 'suka', 'makasih']"
1756461394-1529,2025-05-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'ukur', 'sedeng']"
1756461394-1530,2025-06-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'muas', 'bela', 'kesi', 'men', 'waka', 'tekstur', 'milik', 'struktur', 'bagus', 'ukur', 'pas', 'kpr', 'edisi']"
1756461394-1531,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['manis', 'pas', 'tekstur', 'lembut', 'enak', 'kin', 'coba', 'ukur', 'sok', 'beli', 'gede']"
1756461394-1532,2025-05-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,3,netral,"['manis', 'tekstur', 'lembut', 'bawa', 'jamur', 'ukur', 'harga']"
1756461394-1533,2025-03-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'mantap', 'ukur', 'sesuai', 'harga', 'pokok', 'kecewa', 'beli', 'toko', 'amanah']"
1756461394-1534,2025-02-17,Lapis Legit Spesial Basah Harum Gurih Legit Halal,3,netral,"['kecewa', 'bolong', 'gigit', 'nung']"
1756461394-1535,2025-05-25,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'lumayan', 'enak', 'ukur', 'tanggung']"
1756461394-1536,2025-05-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['senang', 'muas', 'tekstur', 'lembut', 'nyaman', 'ukur', 'ukur', 'produk', 'beda', 'enak']"
1756461394-1537,2025-02-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'kue', 'lapis', 'legit', 'enak', 'lembut']"
1756461394-1538,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['basah', 'kue', 'uny', 'sprt', 'dmg', 'kue']"
1756461394-1539,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'legit', 'tekstur', 'halus', 'ukur', 'pas', 'suka', 'lapis', 'legit', 'enak', 'harga', 'jangkau']"
1756461394-1540,2025-04-30,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'empuk', 'ukur', 'sesuai', 'harga', 'pesan', 'trim', 'lap', 'legit', 'enak', 'trim', 'akas']"
1756461394-1541,2024-12-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,3,netral,"['lumayan', 'tekstur', 'lembut', 'ukur', 'sesuai', 'era', 'lapis', 'legit', 'basah', 'bolu', 'lapis', 'lumayan', 'segi', 'maaf', 'pet', 'poto', 'habis', 'uan']"
1756461394-1542,2025-03-29,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['tekstur', 'oku', 'kur', 'pas', 'sesuai', 'paket', 'terima', 'sesuai', 'pesan']"
1756461394-1543,2025-07-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'tekstur', 'ukur', 'sesuai', 'alhamdulillah', 'terima', 'amanah', 'jual', 'sukses', 'berkah', 'ami']"
1756461394-1544,2025-03-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['original', 'tekstur', 'lembut', 'ukur', 'sten', 'gah', 'ips', 'kue', 'lapis', 'legit', 'trim', 'enak', 'trim', 'aksi']"
1756461394-1545,2025-07-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,1,negatif,"['penyok', 'tipis', 'vidio', 'asli', 'jatuh']"
1756461394-1546,2025-03-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['lumayan', 'tekstur', 'basah', 'ukur', 'sesuai', 'harga']"
1756461394-1547,2025-07-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['medium', 'tekstur', 'ukur', 'medium', 'sesuai', 'harga', 'toko', 'amanah', 'kirim', 'cepat', 'rusak']"
1756461394-1548,2025-02-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['man', 'habis', 'tekstur', 'legit', 'tuku', 'pas', 'banget', 'ragu', 'lapis', 'legit', 'dito']"
1756461394-1549,2024-12-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'muas', 'tekstur', 'lembut', 'minimal', 'ukur', 'pas', 'sesuai', 'ekspektasi', 'enak', 'murah', 'lezat', 'kirim', 'cepat', 'gratis', 'ongkir', 'kin', 'rapi']"
1756461394-1550,2025-06-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['milik', 'cita', 'legit', 'tekstur', 'lembut', 'nyaman', 'ukur', 'ukur', 'produk', 'pas', 'sesuai', 'alhamdulillah', 'amanah', 'kurir', 'langgan']"
1756461394-1551,2025-02-15,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['kue', 'milik', 'enak', 'tekstur', 'tekstur', 'bagus', 'ukur', 'pas', 'terima', 'kasih', 'pesan', 'enak']"
1756461394-1552,2025-01-19,Lapis Legit Spesial Basah Harum Gurih Legit Halal,2,negatif,"['enak', 'iklan', 'bilang', 'basah', 'gak', 'kering', 'manis', 'pake', 'banget']"
1756461394-1553,2025-03-19,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['manis', 'legit', 'tekstur', 'lentur', 'ukur', 'sesuai', 'iklan', 'enak', 'manis', 'gurih', 'bat', 'enak', 'banget', 'deh', 'beli']"
1756461394-1554,2025-02-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['enak', 'ciri', 'khas', 'sendiri']"
1756461394-1555,2025-07-26,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'sel', 'tau', 'beli', 'gede', 'buka', 'potong', 'abis']"
1756461394-1556,2025-01-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lumayan', 'lembut', 'sesuai', 'harga', 'ukur', 'pas', 'enak', 'lumayan', 'wangi', 'lembut', 'harga', 'segi', 'wor']"
1756461394-1557,2025-07-05,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'muas', 'tekstur', 'milik', 'tekstur', 'bagus', 'ukur', 'ukur', 'produk', 'sesuai', 'tarik', 'beli', 'jamin', 'enak', 'banget']"
1756461394-1558,2025-05-02,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['produk', 'enak', 'tekstur', 'lembut', 'nyaman', 'ukur', 'ukur', 'produk', 'pas', 'sesuai', 'alhamdulillah', 'amanah', 'kue', 'manis', 'gurih', 'empuk', 'ering']"
1756461394-1559,2025-02-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'oke', 'harga', 'seg', 'tpo', 'enak', 'mantap', 'order', 'rek', 'kaum', 'men', 'dang', 'mending', 'mah']"
1756461394-1560,2025-03-06,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['muas', 'harga', 'segi', 'tekstur', 'lumayan', 'lembut', 'ukur', 'pas', 'sesuai', 'ekspektasi']"
1756461394-1561,2025-06-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['kualitas', 'lezat', 'lembut', 'lumer', 'harum', 'anak', 'langsung', 'habis', 'kotak', 'order']"
1756461394-1562,2025-03-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'lapis', 'legit', 'tekstur', 'ukur', 'sesuai', 'harga', 'ukur', 'terima', 'kasih', 'barang', 'sesuai', 'pesan']"
1756461394-1563,2024-11-06,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'tahan', 'tah', 'kualitas', 'enak', 'langsung', 'habis', 'mantap']"
1756461394-1564,2025-05-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'legit', 'tekstur', 'milik', 'tekstur', 'gus', 'ukur', 'sesuai', 'mas', 'yah', 'allah', 'lapis', 'mantul', 'sek']"
1756461394-1565,2025-05-30,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'manis', 'banget', 'gitu', 'basah', 'enak', 'gitu', 'pas', 'buka', 'aroma', 'margarin', 'enak', 'banget', 'gak', 'kecewa', 'lapis', 'gitu', 'rugi', 'sih', 'harga', 'segi', 'enak', 'banget', 'beli']"
1756461394-1566,2025-03-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['aja', 'tekstur', 'lumayan', 'ukur', 'mungil', 'padan', 'harga', 'aja', 'pasar', 'tradisional']"
1756461394-1567,2025-06-10,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'lembut', 'seret', 'tenggorok']"
1756461394-1568,2025-01-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['din', 'anti', 'lumayan', 'kue', 'kasih', 'aman']"
1756461394-1569,2025-08-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'langgan', 'tekstur', 'lembut', 'bikin', 'guk', 'ura', 'sesuai']"
1756461394-1570,2025-07-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'harga', 'segi', 'tekstur', 'lembut', 'ukur', 'sesuai', 'pas', 'enak', 'kue', 'lembut', 'kirim', 'super', 'pet']"
1756461394-1571,2025-04-30,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'pol', 'tara', 'harga', 'tekstur', 'lembut', 'ukur', 'pikir']"
1756461394-1572,2025-04-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['enak', 'lembut', 'tekstur', 'lembut', 'minyak', 'ukur', 'pas', 'tekstur', 'aroma', 'uda', 'oke', 'manis', 'pahit', 'tau', 'pahit', 'man', 'roti', 'spekuk', 'selera', 'masin']"
1756461394-1573,2025-05-05,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'tekstur', 'sesuai', 'harga', 'ukur', 'harga', 'kue', 'lapis', 'ukur', 'wajar', 'wajar']"
1756461394-1574,2025-02-06,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lembut', 'manis', 'asin', 'kayu', 'manis', 'asa', 'dpt', 'murah']"
1756461394-1575,2025-05-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'sesuai', 'harga', 'manis', 'pas', 'cocok', 'suka', 'manis', 'lembut']"
1756461394-1576,2025-08-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['milik', 'cita', 'kaya', 'legit', 'tekstur', 'milik', 'tekstur', 'bagus', 'ukur', 'pas', 'sesuai', 'harap']"
1756461394-1577,2025-01-18,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'anak', 'suka', 'lapis', 'pinggir', 'katan', 'lembut', 'tekstur', 'lumayan', 'lembut', 'ukur', 'ukur', 'sesuai', 'harga']"
1756461394-1578,2025-08-15,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['mantap', 'tekstur', 'pasuk', 'ura', 'pasal', 'hamdu', 'lil', 'tau', 'lapis', 'legit']"
1756461394-1579,2025-06-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'gak', 'foto', 'keburu', 'habis', 'pen', 'gen', 'mbah']"
1756461394-1580,2025-05-15,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'ukur', 'pas', 'rekomendasi', 'beli']"
1756461394-1581,2025-02-03,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['enak', 'lezat', 'tekstur', 'tekstur', 'lembut', 'ukur']"
1756461394-1582,2025-06-05,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'sesuai', 'harap', 'men', 'sih']"
